  (95, 'Brooks', 'M', 34, 'Italy'),
  (96, 'Eva', 'F', 22, 'Chile'),
  (97, 'Adeline', 'F', 43, 'India'),
  (98, 'Jose', 'M', 11, 'Italy'),
  (99, 'Bennett', 'M', 18, 'Brazil'),
  (100, 'Silas', 'M', 82, 'India');

INSERT INTO persons (id, name, gender, age, country)
VALUES
  (101, 'Nicholas', 'M', 82, 'Sri Lanka'),
  (102, 'Parker', 'M', 41, 'Australia'),
  (103, 'Beau', 'M', 28, 'Australia'),
  (104, 'Vivian', 'F', 26, 'Italy'),
  (105, 'Clara', 'F', 98, 'USA'),
  (106, 'Weston', 'M', 72, 'Ireland'),
  (107, 'Austin', 'M', 68, 'India'),
  (108, 'Connor', 'M', 32, 'Ireland'),
  (109, 'Maria', 'F', 31, 'Ireland'),
  (110, 'Iris', 'F', 16, 'Ireland'),
  (111, 'Ayla', 'F', 88, 'Sri Lanka'),
  (112, 'Carson', 'M', 38, 'Chile'),
  (113, 'Dominic', 'M', 71, 'India'),
  (114, 'Xavier', 'M', 95, 'Brazil'),
  (115, 'Jaxson', 'M', 63, 'Australia'),
  (116, 'Melody', 'F', 21, 'USA'),
  (117, 'Julia', 'F', 75, 'Australia'),
  (118, 'Jonathan', 'M', 42, 'Sri Lanka'),
  (119, 'Robert', 'M', 71, 'Ireland'),
  (120, 'Jameson', 'M', 85, 'Spain'),
  (121, 'Ian', 'M', 89, 'Australia'),
  (122, 'Everett', 'M', 64, 'India'),
  (123, 'Arya', 'F', 43, 'Chile'),
  (124, 'Eden', 'F', 74, 'Spain'),
  (125, 'Remi', 'F', 72, 'Sri Lanka'),
  (126, 'Vincent', 'M', 81, 'Brazil'),
  (127, 'Legend', 'M', 90, 'Ireland'),
  (128, 'Myles', 'M', 54, 'Italy'),
  (129, 'Harrison', 'M', 18, 'India'),
  (130, 'Charlie', 'F', 62, 'USA'),
  (131, 'Alaia', 'F', 57, 'India'),
  (132, 'Melanie', 'F', 24, 'Italy'),
  (133, 'Walker', 'M', 54, 'Chile'),
  (134, 'Jason', 'M', 16, 'Ireland'),
  (135, 'Brayden', 'M', 21, 'Italy'),
  (136, 'Cole', 'M', 40, 'Chile'),
  (137, 'Nathaniel', 'M', 87, 'USA'),
  (138, 'Alina', 'F', 40, 'Chile'),
  (139, 'Lucia', 'F', 56, 'Ireland'),
  (140, 'Ximena', 'F', 83, 'Spain'),
  (141, 'George', 'M', 23, 'Brazil'),
  (142, 'Lorenzo', 'M', 31, 'Italy'),
  (143, 'Zion', 'M', 59, 'Italy'),
  (144, 'Luis', 'M', 27, 'Australia'),
  (145, 'Adalyn', 'F', 60, 'Brazil'),
  (146, 'Archer', 'M', 91, 'Italy'),
  (147, 'Enzo', 'M', 80, 'India'),
  (148, 'Jonah', 'M', 59, 'Brazil'),
  (149, 'Isabel', 'F', 13, 'Spain'),
  (150, 'Reese', 'F', 48, 'Ireland');

INSERT INTO persons (id, name, gender, age, country)
VALUES
  (151, 'Emersyn', 'F', 58, 'Italy'),
  (152, 'Thiago', 'M', 75, 'India'),
  (153, 'Theo', 'M', 68, 'Chile'),
  (154, 'River', 'F', 61, 'Sri Lanka'),
  (155, 'Ayden', 'M', 18, 'Chile'),
  (156, 'Zachary', 'M', 62, 'USA'),
  (157, 'Calvin', 'M', 78, 'Sri Lanka'),
  (158, 'Braxton', 'M', 16, 'Italy'),
  (159, 'Esther', 'F', 69, 'Italy'),
  (160, 'Valeria', 'F', 38, 'Brazil'),
  (161, 'Ashton', 'M', 35, 'India'),
  (162, 'Rhett', 'M', 98, 'Chile'),
  (163, 'Atlas', 'M', 21, 'Italy'),
  (164, 'Jude', 'M', 81, 'Spain'),
  (165, 'Bailey', 'F', 72, 'Italy'),
  (166, 'Ember', 'F', 28, 'USA'),
  (167, 'Bentley', 'M', 62, 'Brazil'),
  (168, 'Carlos', 'M', 38, 'USA'),
  (169, 'Ryker', 'M', 97, 'Italy'),
  (170, 'Adriel', 'M', 19, 'Chile'),
  (171, 'Alexandra', 'F', 100, 'USA'),
  (172, 'Faith', 'F', 42, 'Sri Lanka'),
  (173, 'Arthur', 'M', 63, 'Spain'),
  (174, 'Ace', 'M', 94, 'Ireland'),
  (175, 'Tyler', 'M', 100, 'Sri Lanka'),
  (176, 'Jayce', 'M', 28, 'Australia'),
  (177, 'Millie', 'F', 100, 'Ireland'),
  (178, 'June', 'F', 98, 'Ireland'),
  (179, 'Kaiden', 'M', 91, 'Sri Lanka'),
  (180, 'Maxwell', 'M', 89, 'Italy'),
  (181, 'Juan', 'M', 88, 'Spain'),
  (182, 'Dean', 'M', 79, 'Chile'),
  (183, 'Ada', 'F', 32, 'Italy'),
  (184, 'Anastasia', 'F', 32, 'Sri Lanka'),
  (185, 'Olive', 'F', 99, 'Spain'),
  (186, 'Matteo', 'M', 66, 'Italy'),
  (187, 'Malachi', 'M', 64, 'Australia'),
  (188, 'Ivan', 'M', 16, 'Chile'),
  (189, 'Elliott', 'M', 43, 'Spain'),
  (190, 'Jesus', 'M', 98, 'Brazil'),
  (191, 'Amy', 'F', 69, 'Spain'),
  (192, 'Ruth', 'F', 45, 'Sri Lanka'),
  (193, 'Aubree', 'F', 83, 'Australia'),
  (194, 'Max', 'M', 28, 'Chile'),
  (195, 'Elliot', 'M', 39, 'Italy'),
  (196, 'Graham', 'M', 68, 'USA'),
  (197, 'Arabella', 'F', 94, 'Chile'),
  (198, 'Sara', 'F', 69, 'Brazil'),
  (199, 'Journee', 'F', 81, 'Brazil'),
  (200, 'Beckett', 'M', 73, 'USA');

INSERT INTO persons (id, name, gender, age, country)
VALUES
  (201, 'Amari', 'M', 65, 'Spain'),
  (202, 'Karter', 'M', 21, 'Chile'),
  (203, 'Timothy', 'M', 79, 'Italy'),
  (204, 'Abraham', 'M', 79, 'Brazil'),
  (205, 'Jesse', 'M', 20, 'Australia'),
  (206, 'Selena', 'F', 83, 'Chile'),
  (207, 'Oaklynn', 'F', 71, 'Brazil'),
  (208, 'Morgan', 'F', 42, 'Italy'),
  (209, 'Zayden', 'M', 71, 'Sri Lanka'),
  (210, 'Blake', 'M', 42, 'USA'),
  (211, 'Alejandro', 'M', 32, 'Chile'),
  (212, 'Dawson', 'M', 42, 'Brazil'),
  (213, 'Juliana', 'F', 36, 'Italy'),
  (214, 'Finley', 'F', 46, 'India'),
  (215, 'Presley', 'F', 21, 'Italy'),
  (216, 'Tristan', 'M', 66, 'Sri Lanka'),
  (217, 'Victor', 'M', 66, 'USA'),
  (218, 'Avery', 'M', 92, 'Sri Lanka'),
  (219, 'Joel', 'M', 53, 'Sri Lanka'),
  (220, 'Grant', 'M', 94, 'Sri Lanka'),
  (221, 'Eric', 'M', 14, 'USA'),
  (222, 'London', 'F', 75, 'Italy'),
  (223, 'Kimberly', 'F', 65, 'Brazil'),
  (224, 'Elsie', 'F', 63, 'Ireland'),
  (225, 'Patrick', 'M', 27, 'Ireland'),
  (226, 'Peter', 'M', 87, 'Chile'),
  (227, 'Richard', 'M', 65, 'Brazil'),
  (228, 'Edward', 'M', 78, 'USA'),
  (229, 'Andres', 'M', 69, 'Sri Lanka'),
  (230, 'Nyla', 'F', 96, 'Chile'),
  (231, 'Vera', 'F', 90, 'Chile'),
  (232, 'Hope', 'F', 51, 'Chile'),
  (233, 'Annie', 'F', 50, 'Australia'),
  (234, 'Kaia', 'F', 41, 'Ireland'),
  (235, 'Myla', 'F', 54, 'Ireland'),
  (236, 'Adonis', 'M', 12, 'Australia'),
  (237, 'Kyrie', 'M', 75, 'Italy'),
  (238, 'Matias', 'M', 75, 'USA'),
  (239, 'Oscar', 'M', 74, 'India'),
  (240, 'Lukas', 'M', 93, 'Spain'),
  (241, 'Harlow', 'F', 86, 'Italy'),
  (242, 'Rachel', 'F', 58, 'India'),
  (243, 'Gracie', 'F', 80, 'Italy'),
  (244, 'Rowan', 'F', 93, 'Italy'),
  (245, 'Rafael', 'M', 37, 'Brazil'),
  (246, 'Zane', 'M', 81, 'Brazil'),
  (247, 'Jeremy', 'M', 49, 'Brazil'),
  (248, 'Lilah', 'F', 100, 'Spain'),
  (249, 'Adelyn', 'F', 42, 'Brazil'),
  (250, 'Phoebe', 'F', 67, 'Australia');

INSERT INTO persons (id, name, gender, age, country)
VALUES
  (251, 'Octavia', 'F', 34, 'Italy'),
  (252, 'Kash', 'M', 22, 'Chile'),
  (253, 'Preston', 'M', 79, 'Australia'),
  (254, 'Kyler', 'M', 94, 'Australia'),
  (255, 'Jax', 'M', 66, 'Brazil'),
  (256, 'Jett', 'M', 80, 'Australia'),
  (257, 'Kaleb', 'M', 24, 'Italy'),
  (258, 'Kayla', 'F', 92, 'India'),
  (259, 'Malia', 'F', 77, 'India'),
  (260, 'Elaina', 'F', 27, 'Sri Lanka'),
  (261, 'Saylor', 'F', 58, 'Spain'),
  (262, 'Brooke', 'F', 17, 'Sri Lanka'),
  (263, 'Riley', 'M', 82, 'India'),
  (264, 'Simon', 'M', 26, 'India'),
  (265, 'Phoenix', 'M', 87, 'Ireland'),
  (266, 'Adelaide', 'F', 91, 'India'),
  (267, 'Daniela', 'F', 82, 'Ireland'),
  (268, 'Kenneth', 'M', 86, 'Chile'),
  (269, 'Nico', 'M', 98, 'Spain'),
  (270, 'Kaden', 'M', 75, 'Italy'),
  (271, 'Lane', 'M', 82, 'Ireland'),
  (272, 'Delaney', 'F', 58, 'USA'),
  (273, 'Dakota', 'F', 95, 'Brazil'),
  (274, 'Mya', 'F', 37, 'USA'),
  (275, 'Kairo', 'M', 77, 'Chile'),
  (276, 'Maximus', 'M', 21, 'Brazil'),
  (277, 'Omar', 'M', 13, 'Spain'),
  (278, 'Finley', 'M', 14, 'Australia'),
  (279, 'Lucille', 'F', 85, 'Chile'),
  (280, 'Trinity', 'F', 10, 'USA'),
  (281, 'Gia', 'F', 69, 'Spain'),
  (282, 'Tatum', 'F', 69, 'Brazil'),
  (283, 'Atticus', 'M', 81, 'Brazil'),
  (284, 'Crew', 'M', 46, 'Ireland'),
  (285, 'Brantley', 'M', 10, 'Italy'),
  (286, 'Kali', 'F', 14, 'Brazil'),
  (287, 'Stevie', 'F', 78, 'Ireland'),
  (288, 'Maggie', 'F', 73, 'Spain'),
  (289, 'Colin', 'M', 37, 'USA'),
  (290, 'Dallas', 'M', 73, 'Sri Lanka'),
  (291, 'Walter', 'M', 91, 'Australia'),
  (292, 'Brady', 'M', 23, 'Ireland'),
  (293, 'Hayden', 'F', 53, 'Ireland'),
  (294, 'Joanna', 'F', 64, 'India'),
  (295, 'Jocelyn', 'F', 97, 'USA'),
  (296, 'Bryan', 'M', 54, 'Brazil'),
  (297, 'Aidan', 'M', 94, 'Australia'),
  (298, 'Cohen', 'M', 28, 'Brazil'),
  (299, 'Brian', 'M', 83, 'Spain'),
  (300, 'Cayden', 'M', 42, 'Chile');

INSERT INTO persons (id, name, gender, age, country)
VALUES
  (301, 'Andre', 'M', 17, 'Sri Lanka'),
  (302, 'Leia', 'F', 68, 'Ireland'),
  (303, 'Paige', 'F', 82, 'Brazil'),
  (304, 'Niko', 'M', 54, 'Sri Lanka'),
  (305, 'Maximiliano', 'M', 87, 'Sri Lanka'),
  (306, 'Zander', 'M', 42, 'Chile'),
  (307, 'Khalil', 'M', 48, 'Brazil'),
  (308, 'Rory', 'M', 93, 'Sri Lanka'),
  (309, 'Harley', 'F', 12, 'Chile'),
  (310, 'Lia', 'F', 50, 'Brazil'),
  (311, 'Phoenix', 'F', 36, 'Australia'),
  (312, 'Francisco', 'M', 50, 'Brazil'),
  (313, 'Cruz', 'M', 11, 'Sri Lanka'),
  (314, 'Kobe', 'M', 11, 'Chile'),
  (315, 'Thea', 'F', 28, 'Ireland'),
  (316, 'Jayla', 'F', 16, 'Chile'),
  (317, 'Reid', 'M', 19, 'USA'),
  (318, 'Daxton', 'M', 90, 'Chile'),
  (319, 'Vivienne', 'F', 73, 'Ireland'),
  (320, 'Hallie', 'F', 86, 'Sri Lanka'),
  (321, 'Madilyn', 'F', 33, 'USA'),
  (322, 'Orion', 'M', 38, 'USA'),
  (323, 'Spencer', 'M', 65, 'USA'),
  (324, 'Ophelia', 'F', 58, 'USA'),
  (325, 'Celeste', 'F', 59, 'USA'),
  (326, 'Alayah', 'F', 99, 'USA'),
  (327, 'Colson', 'M', 10, 'USA'),
  (328, 'Cairo', 'M', 83, 'Spain'),
  (329, 'Gunner', 'M', 39, 'Brazil'),
  (330, 'Nina', 'F', 91, 'Spain'),
  (331, 'Briella', 'F', 75, 'Sri Lanka'),
  (332, 'Wade', 'M', 79, 'Brazil'),
  (333, 'Chance', 'M', 39, 'Italy'),
  (334, 'Odin', 'M', 56, 'Ireland'),
  (335, 'Anderson', 'M', 41, 'India'),
  (336, 'Amari', 'F', 96, 'Australia'),
  (337, 'Adriana', 'F', 35, 'Spain'),
  (338, 'Kane', 'M', 15, 'Sri Lanka'),
  (339, 'Raymond', 'M', 78, 'India'),
  (340, 'Cristian', 'M', 84, 'Spain'),
  (341, 'Kalani', 'F', 49, 'Sri Lanka'),
  (342, 'Aniyah', 'F', 92, 'USA'),
  (343, 'Aziel', 'M', 49, 'USA'),
  (344, 'Prince', 'M', 62, 'India'),
  (345, 'Ezequiel', 'M', 80, 'Sri Lanka'),
  (346, 'Jake', 'M', 32, 'Spain'),
  (347, 'Otto', 'M', 19, 'Australia'),
  (348, 'Amina', 'F', 18, 'USA'),
  (349, 'Ariyah', 'F', 73, 'Spain'),
  (350, 'Adelynn', 'F', 44, 'Italy'),
  (351, 'Remington', 'F', 38, 'USA'),
  (352, 'Reign', 'F', 22, 'Italy'),
  (353, 'Eduardo', 'M', 21, 'Brazil'),
  (354, 'Rylan', 'M', 16, 'Chile'),
  (355, 'Ali', 'M', 76, 'Brazil'),
  (356, 'Willa', 'F', 50, 'India'),
  (357, 'Avianna', 'F', 30, 'Italy'),
  (358, 'Makayla', 'F', 30, 'Ireland'),
  (359, 'Gracelyn', 'F', 35, 'Ireland'),
  (360, 'Elle', 'F', 28, 'Australia'),
  (361, 'Amiyah', 'F', 74, 'Spain'),
  (362, 'Arielle', 'F', 59, 'Italy'),
  (363, 'Elianna', 'F', 61, 'Sri Lanka'),
  (364, 'Giselle', 'F', 77, 'Chile');

Enter password: *************
Welcome to the MySQL monitor.  Commands end with ; or \g.
Your MySQL connection id is 9
Server version: 8.0.32 MySQL Community Server - GPL

Copyright (c) 2000, 2023, Oracle and/or its affiliates.

Oracle is a registered trademark of Oracle Corporation and/or its
affiliates. Other names may be trademarks of their respective
owners.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

mysql> use Revision_Practice;
Database changed
mysql> Show tables;
+-----------------------------+
| Tables_in_revision_practice |
+-----------------------------+
| persons                     |
| student_marks               |
+-----------------------------+
2 rows in set (0.15 sec)

mysql> desc persons;
+---------+-------------+------+-----+---------+-------+
| Field   | Type        | Null | Key | Default | Extra |
+---------+-------------+------+-----+---------+-------+
| id      | int         | NO   | PRI | NULL    |       |
| name    | varchar(25) | NO   |     | NULL    |       |
| gender  | varchar(5)  | NO   |     | NULL    |       |
| age     | int         | NO   |     | NULL    |       |
| country | varchar(30) | NO   |     | NULL    |       |
+---------+-------------+------+-----+---------+-------+
5 rows in set (0.03 sec)

mysql> select * from persons;
+-----+-------------+--------+-----+-----------+
| id  | name        | gender | age | country   |
+-----+-------------+--------+-----+-----------+
|   1 | Olivia      | F      |  65 | India     |
|   2 | Liam        | M      |  70 | Ireland   |
|   3 | Noah        | M      |  82 | Chile     |
|   4 | Oliver      | M      |  60 | Ireland   |
|   5 | Emma        | F      |  86 | Spain     |
|   6 | Charlotte   | F      |  26 | Italy     |
|   7 | Elijah      | M      |  21 | Spain     |
|   8 | James       | M      |  92 | Brazil    |
|   9 | Elizabeth   | F      |  60 | India     |
|  10 | Eleanor     | F      |  48 | Italy     |
|  11 | Ella        | F      |  87 | Australia |
|  12 | William     | M      |  90 | Ireland   |
|  13 | Harper      | F      |  65 | Chile     |
|  14 | Luna        | F      |  40 | Australia |
|  15 | Camila      | F      |  73 | Spain     |
|  16 | Gianna      | F      |  95 | India     |
|  17 | Benjamin    | M      |  35 | Ireland   |
|  18 | Lucas       | M      |  75 | USA       |
|  19 | Henry       | M      |  41 | Ireland   |
|  20 | Abigail     | F      |  69 | Sri Lanka |
|  21 | Sofia       | F      |  81 | Spain     |
|  22 | Avery       | F      |  46 | Italy     |
|  23 | Scarlett    | F      |  77 | Sri Lanka |
|  24 | Emily       | F      |  13 | India     |
|  25 | Aria        | F      |  88 | India     |
|  26 | Theodore    | M      |  38 | Ireland   |
|  27 | Jack        | M      |  94 | USA       |
|  28 | Levi        | M      |  64 | Italy     |
|  29 | Alexander   | M      |  91 | Chile     |
|  30 | Nora        | F      |  77 | Ireland   |
|  31 | Hazel       | F      |  18 | Italy     |
|  32 | Madison     | F      |  74 | Italy     |
|  33 | Ellie       | F      |  75 | Brazil    |
|  34 | Lily        | F      |  98 | Spain     |
|  35 | Jacob       | M      |  26 | Sri Lanka |
|  36 | Asher       | M      |  58 | India     |
|  37 | Aiden       | M      |  56 | Chile     |
|  38 | Violet      | F      |  19 | India     |
|  39 | Aurora      | F      |  71 | Sri Lanka |
|  40 | Joseph      | M      |  81 | Australia |
|  41 | Wyatt       | M      |  78 | Spain     |
|  42 | David       | M      |  62 | Sri Lanka |
|  43 | Leo         | M      |  23 | Italy     |
|  44 | Luke        | M      |  35 | USA       |
|  45 | Michael     | M      |  83 | Ireland   |
|  46 | Daniel      | M      |  63 | Chile     |
|  47 | Grace       | F      |  50 | Australia |
|  48 | Carter      | M      |  25 | Spain     |
|  49 | Samuel      | M      |  57 | USA       |
|  50 | Josephine   | F      |  30 | Brazil    |
|  51 | Maverick    | M      |  61 | Sri Lanka |
|  52 | Ivy         | F      |  21 | Spain     |
|  53 | Everly      | F      |  83 | Chile     |
|  54 | Lillian     | F      |  72 | Australia |
|  55 | Paisley     | F      |  79 | Brazil    |
|  56 | Elena       | F      |  27 | Chile     |
|  57 | Naomi       | F      |  55 | Chile     |
|  58 | Isaiah      | M      |  80 | Italy     |
|  59 | Andrew      | M      |  10 | Italy     |
|  60 | Joshua      | M      |  49 | Spain     |
|  61 | Nathan      | M      |  79 | Spain     |
|  62 | Nolan       | M      |  99 | Chile     |
|  63 | Adrian      | M      |  65 | Brazil    |
|  64 | Aaliyah     | F      |  67 | Australia |
|  65 | Ruby        | F      |  25 | Brazil    |
|  66 | Brooklyn    | F      |  38 | India     |
|  67 | Alice       | F      |  39 | Australia |
|  68 | Cameron     | M      |  47 | Italy     |
|  69 | Santiago    | M      |  46 | Ireland   |
|  70 | Eli         | M      |  50 | Australia |
|  71 | Aaron       | M      |  71 | Brazil    |
|  72 | Ryan        | M      |  84 | India     |
|  73 | Angel       | M      |  68 | USA       |
|  74 | Madelyn     | F      |  53 | USA       |
|  75 | Josephine   | F      |  17 | India     |
|  76 | Bella       | F      |  37 | Australia |
|  77 | Skylar      | F      |  56 | Australia |
|  78 | Cooper      | M      |  51 | Ireland   |
|  79 | Waylon      | M      |  55 | Sri Lanka |
|  80 | Easton      | M      |  28 | Spain     |
|  81 | Kai         | M      |  49 | Ireland   |
|  82 | Natalia     | F      |  97 | Ireland   |
|  83 | Quinn       | F      |  78 | Australia |
|  84 | Caroline    | F      |  19 | Spain     |
|  85 | Allison     | F      |  93 | Ireland   |
|  86 | Gabriella   | F      |  78 | Sri Lanka |
|  87 | Christian   | M      |  91 | Ireland   |
|  88 | Landon      | M      |  35 | USA       |
|  89 | Colton      | M      |  54 | Australia |
|  90 | Roman       | M      |  33 | Italy     |
|  91 | Ariana      | F      |  34 | USA       |
|  92 | Emery       | F      |  85 | Spain     |
|  93 | Lydia       | F      |  79 | Spain     |
|  94 | Axel        | M      |  83 | Australia |
|  95 | Brooks      | M      |  34 | Italy     |
|  96 | Eva         | F      |  22 | Chile     |
|  97 | Adeline     | F      |  43 | India     |
|  98 | Jose        | M      |  11 | Italy     |
|  99 | Bennett     | M      |  18 | Brazil    |
| 100 | Silas       | M      |  82 | India     |
| 101 | Nicholas    | M      |  82 | Sri Lanka |
| 102 | Parker      | M      |  41 | Australia |
| 103 | Beau        | M      |  28 | Australia |
| 104 | Vivian      | F      |  26 | Italy     |
| 105 | Clara       | F      |  98 | USA       |
| 106 | Weston      | M      |  72 | Ireland   |
| 107 | Austin      | M      |  68 | India     |
| 108 | Connor      | M      |  32 | Ireland   |
| 109 | Maria       | F      |  31 | Ireland   |
| 110 | Iris        | F      |  16 | Ireland   |
| 111 | Ayla        | F      |  88 | Sri Lanka |
| 112 | Carson      | M      |  38 | Chile     |
| 113 | Dominic     | M      |  71 | India     |
| 114 | Xavier      | M      |  95 | Brazil    |
| 115 | Jaxson      | M      |  63 | Australia |
| 116 | Melody      | F      |  21 | USA       |
| 117 | Julia       | F      |  75 | Australia |
| 118 | Jonathan    | M      |  42 | Sri Lanka |
| 119 | Robert      | M      |  71 | Ireland   |
| 120 | Jameson     | M      |  85 | Spain     |
| 121 | Ian         | M      |  89 | Australia |
| 122 | Everett     | M      |  64 | India     |
| 123 | Arya        | F      |  43 | Chile     |
| 124 | Eden        | F      |  74 | Spain     |
| 125 | Remi        | F      |  72 | Sri Lanka |
| 126 | Vincent     | M      |  81 | Brazil    |
| 127 | Legend      | M      |  90 | Ireland   |
| 128 | Myles       | M      |  54 | Italy     |
| 129 | Harrison    | M      |  18 | India     |
| 130 | Charlie     | F      |  62 | USA       |
| 131 | Alaia       | F      |  57 | India     |
| 132 | Melanie     | F      |  24 | Italy     |
| 133 | Walker      | M      |  54 | Chile     |
| 134 | Jason       | M      |  16 | Ireland   |
| 135 | Brayden     | M      |  21 | Italy     |
| 136 | Cole        | M      |  40 | Chile     |
| 137 | Nathaniel   | M      |  87 | USA       |
| 138 | Alina       | F      |  40 | Chile     |
| 139 | Lucia       | F      |  56 | Ireland   |
| 140 | Ximena      | F      |  83 | Spain     |
| 141 | George      | M      |  23 | Brazil    |
| 142 | Lorenzo     | M      |  31 | Italy     |
| 143 | Zion        | M      |  59 | Italy     |
| 144 | Luis        | M      |  27 | Australia |
| 145 | Adalyn      | F      |  60 | Brazil    |
| 146 | Archer      | M      |  91 | Italy     |
| 147 | Enzo        | M      |  80 | India     |
| 148 | Jonah       | M      |  59 | Brazil    |
| 149 | Isabel      | F      |  13 | Spain     |
| 150 | Reese       | F      |  48 | Ireland   |
| 151 | Emersyn     | F      |  58 | Italy     |
| 152 | Thiago      | M      |  75 | India     |
| 153 | Theo        | M      |  68 | Chile     |
| 154 | River       | F      |  61 | Sri Lanka |
| 155 | Ayden       | M      |  18 | Chile     |
